"FF","SOLICITA","AGENCIA","CODIGO PIS","TERMINAL","PLACAS PIS","FECHA PIS","HORARIO","TIPO Y PESO","CONTENEDOR","PEDIMENTO","CLIENTE","ORIGEN","DESTINO","ASIGNACION DE OPERADOR // STATUS","UNIDAD","FOLIO","VACIO/PATIO","STATUS / VACIO","FECHA DE ENTREGA MERCANCIA","Nº Factura","CCP","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","----","BOD. REAL S","52BG9A","17/08/2024","----","11 PALLETS / 2829.44 KG / SELLO: 75","CARGA SUELTA","REF: W00000081","YAZAKI","LAZARO C","HIDALGO, CH","JOSE ZUÑIGA FLORES","52BG9A","R - LCR 49","---------","ENTREGADO","19/08/2024","S 1057","CCP 490","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","3885674","CONTECON","38AV7C","19/08/2024","14:00","40 HC / 20 DC / 38609.040","UETU4109619 / KKTU8166270","24 16 3957 4001808","PLASTIGLAS","MANZANILLO","SAN LUIS POTOSI","OSCAR ZUÑIGA","38AV7C / 30UW5K, 31UW5K","B -1428","SSA /ALSECONT","ENTREGADO","21/08/2024","S 1050 / S 1054","DD 214","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","----------","-------","ACCESSA","21AX4Y","20/08/2024","10:00","21 PALLETS / 9883,97 KG","CARGA SUELTA","REF: S00015828","YAZAKI","MANZANILLO","JUAREZ","DANIEL","21AX4Y CAJA 20UF3Y","A - 1429","----------","ENTREGADO","22/08/2024","S 1058","CCP 492","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","----------","-------","ACCESSA","06BF7E","20/08/2024","9:00","18 PALLETS / 7959,95 KG","CARGA SUELTA","REF: S00015826","YAZAKI","MANZANILLO","SILAO","ANTONIO ZUÑIGA","06BF7E CHASIS 74UT5W","C - 1430","----------","ENTREGADO","21/08/2024","S 1059","CCP 493","","","","","","","","","","","","","","",""
"","MICHEL","RB GROUP ","3852657#5","CONTECON","19BD1B","21/08/2024","17:00","40 HC/ 7530 KG","TEMU6461643        ","24-16-3171-4001997        ","THERMOTEK","MANZANILLO","MONTERREY","PABLO","19BD1B / 10UL5N","R - 1426","","QUEMADA","-------","-----","DD 211","","","","","","","","","","","","","","",""
"","MICHEL","RB GROUP ","3852657#6","CONTECON","19BD1B","23/08/2024","12.00","40 HC/ 7530 KG","TEMU6461643        ","24-16-3171-4001997        ","THERMOTEK","MANZANILLO","MONTERREY","PABLO ","19BD1B / 31UW5K","R - 1426","CIMA","ENTREGADO","26/08/2024","S 1060","DD 211","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","2741281","LA JUNTA","52BG9A","24/08/2024","12:00","8 PALLETS / 1634.450 KG","CARGA SUELTA","24-16-3957-4001954","VIBRACOUSTIC DE MEXICO","MANZANILLO","QUERETARO","JOSE ZUÑIGA","52BG9A","O - 1431","-------","ENTREGADO","26/08/2024","S 1061","DD 215","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","----","BOD. REAL S","30BA6K","24/08/2024","10:00","1 PALLET / 197 KG/ SELLO: 76","CARGA SUELTA","REF: W00000085","YAZAKI","LAZARO C","MTY","ROBERTO DE LOERA","30BA6K","A - LCR 50","-------","ENTREGADO","26/08/2024","S 1064","CCP 496","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","----","BOD. REAL S","21AX4Y","24/08/2024","10:00","20 PALLETS / 4600 KG / SELLO: 77","CARGA SUELTA","REF: W00000084","YAZAKI","LAZARO C","SILAO","DANIEL","21AX4Y / 20UF3Y","B - LCR 51","-------","ENTREGADO","26/08/2024","S 1065","CCP 497","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","EXPO","----","CIMA","64AK5A","26/08/2024","7:00","40 HC / SELLO: LAAD12570","ONEU1256040","EXPORTACION","A DE COCO","TECOMAN","MANZANILLO","RUBEN","64AK5A / 30UW5K","N - 1432","EXPO","ENTREGADO","27/08/2024","S 1062 / 1063","T 7","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","F441330","SSA","38AV7C","26/08/2024","4:00","20 DC / 16120 KG - 15227 KG","TEMU4810509 / CBHU4406160","24-16-3910-4009109","RYDER","MANZANILLO","MONTERREY","OSCAR ZUÑIGA","38AV7C / 75UT5W, 31US5W","T - 1433 - 2","TIMSA","ENTREGADO","27/08/2024","S 1067","DD 216","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","F441336","SSA","06BF7E","26/08/2024","4:00","20 DC / 15626 KG - 15522 KG","OOCU0648870 / CSLU1676604","24-16-3910-4009110/ 3910-4008787","RYDER","MANZANILLO","MONTERREY","ANTONIO ZUÑIGA","06BF7E / 59UP9N, 10UL5N","A - 1434 - 2","TIMSA","ENTREGADO","27/08/2024","S 1068","DD 217","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","-------","CONTECON","551EK8","26/08/2024","15:00","20 DC / 10895 KG / 11405 KG","CSNU1935451/TLLU2995410","24 16 3910 4009027	","RYDER","MANZANILLO","MONTERREY","PABLO","19BD1B / 30UW5K, 31UW5K","I - 1435 - 2","TIMSA","ENTREGADO","29/08/2024","S 1069","DD 218 / CCP 498","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","900272","LA JUNTA","52BG9A","28/08/2024","6:00","7 PALLETS / 3775 KG","CARGA SUELTA","24-16-3957-4001939","VIBRACOUSTIC DE MEXICO","MANZANILLO","QUERETARO","ROBERTO","52BG9A","N - 1436","--------","ENTREGADO","28/08/2024","S 1066","DD 219 / CCP 499","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","PEDRO MARTINEZ","666455B","TIMSA","07AX1Y","28/08/2024","17:00","10 PALLETS / 5282 KG","CARGA SUELTA","24-16-3957-4002001","INGERSOLL","MANZANILLO","MONTERREY","JOSE ZUÑIGA","07AX1Y","E - 1437","--------","ENTREGADO","29/08/2024","S 1071","DD 220 / CCP 500","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","RB GROUP ","","MULTIMODAL","387CG6","30/08/2024","10:00","6 PALLETS / 4195 KG","CARGA SUELTA","24-16-3171-4002299","FACIL. N.A DE MEXICO","MANZANILLO","MONTERREY","ANTONIO PRECIADO","07AX1Y","R - 1438","------","ENTREGADO","02/09/2024","S 1072","DD 221 / CCP 501","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","------","ACCESSA","52BG9A","30/08/2024","15:00","8 PALLETS / 3121.83 KG","CARGA SUELTA","REF: S00015958","YAZAKI","MANZANILLO","JUAREZ","JOSE ZUÑIGA","52BG9A","F- 1439","-----","ENTREGADO","02/09/2024","S 1073","CCP 502","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","------","ACCESSA","59BF5E","30/08/2024","15:00","5 PALLETS / 1455.56 KG","CARGA SUELTA","REF: S00015957","YAZAKI","MANZANILLO","OBREGON","ROBERTO DE LOERA","59BF5E","CTA TERCEROS R - 1440","------","ENTREGADO","02/09/2024","S 1074","CCP 503","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","------","ACCESSA","06BF7E","31/08/2024","10:00","13 PALLETS / 5554.61 KG","CARGA SUELTA","REF: S00015965","YAZAKI","MANZANILLO","SILAO","ANTONIO ZUÑIGA","06BF7E / 10UL5N","A - 1441","-----","ENTREGADO","02/09/2024","S 1075","CCP 506","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","--------","------","BOD. REAL S","21AX4Y","31/08/2024","9:00","17 PALLETS / 1825 KG / SELLO: 78","CARGA SUELTA","REF: W00000090","YAZAKI","LAZARO C","JUAREZ","DANIEL","21AX4Y / 20UF3Y","A - LCR 52","------","ENTREGADO","02/09/2024","S 1080 / I 250","CCP 504","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-------","------","BOD. REAL S","38AV7C","31/08/2024","9:00","9 PALLETS / 614 KG / SELLO: 79","CARGA SUELTA","REF: W00000089","YAZAKI","LAZARO C","OBREGON","OSCAR ZUÑIGA","38AV7C / 74UT5W","C - LCR 53","------","ENTREGADO","02/09/2024","S 1081 / I 251","CCP 505","","","","","","","","","","","","","","",""
"","WELLINGTON - FELIPE","ROBEJOMA","------","TIMSA","30BA6K","31/08/2024","10:00","2 PALLETS / 923 KG","CARGA SUELTA","24-16-3708-4001009","ARGO","MANZANILLO","QUERETARO","TOMAS FRANCO","30BA6K","B - 1442","------","ENTREGADO","02/09/2024","S 1070","DD 222","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","EXPO","------","CONTECON","64AK5A","31/08/2024","10:00","40 HC / SELLO: LAB114435 - 010546","GAOU6555199","EXPORTACION","A DE COCO","TECOMAN","MANZANILLO","ARTURO SANCHEZ POSTURAS","64AK5A","A - 1443","EXPO","ENTREGADO","02/09/2024","S 1076","T 8","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","ALIANZA ESTRATEGICA","------","SSA","64AK5A","04/09/2024","9:30","20 DC / 19310 KG","TGBU3232448","24-16-3879-4007306","A DE COCO","MANZANILLO","ARMERIA, COL","ANTONIO PRECIADO","64AK5A / 31US5W","C - 1444","CIMA ASIPONA","ENTREGADO","04/08/2024","S 1079","DD 225","","","","","","","","","","","","","","",""
"","WELLINGTON - FELIPE","ROBEJOMA","4701068","OCUPA","","04/09/2024","11:00","20 DC / 4642 KG","YMLU3393878","24-16-3708-4000990","ARGO","MANZANILLO","QUERETARO","PABLO","19BD1B / 31UW5K","O - 1445","IMPALA","ENTREGADO","05/09/2024","S 1082","DD 224","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","WELLDEX","---","CONTECON","38AV7C","05/09/2024","5:00","40 HC / 3950.74 KG","CSNU7191280","24-16-3200-4016472","KARCHER","MANZANILLO","MONTERREY","OSCAR ZUÑIGA","38AV7C / 16UP6N","N - 1446","ISL","ENTREGADO","06/09/2024","S 1084","DD 227/ CCP 507 / CCP 508","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","---","SSA","06BF7E","05/09/2024","4:00","20 DC / 32229 KG","CSNU1560458/TGBU3026880","24-16-3910-4009287","RYDER","MANZANILLO","MONTERREY","ANTONIO ZUÑIGA","06BF7E / 10UL5N, 59UP9N","T - 1447 - 2","CIMA","ENTREGADO","06/09/2024","S 1085","DD 226 ","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","ECU WORDLDWIDE -BIPSA","---","APM","07AX1Y","06/09/2024","8:00","15 PALLETS / 4458.9","CARGA SUELTA","REF: S00015988","YAZAKI","LAZARO C","CHIAPAS","JOSE","07AX1Y","O - LCR 54","------","ENTREGADO","09/09/2024","S 1088","DD 223","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","F452499","SSA","64AK5A","06/09/2024","7:00","20 DC - 15200 KG / 40 DC - 18496 KG","CSLU2348298/MAGU4860664","24-16-3910-4009570","RYDER","MANZANILLO","MONTERREY","PABLO","19BD1B / 30UW5K, 31UW5K","A - 1448 - 2","CIMA","ENTREGADO","08/09/2024","S 1086","DD 228 / CCP 509","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","F452507","SSA","21AX4Y","06/09/2024","4:00","20 DC / 15122 KG - 12579.100 KG","FCIU5415463/CSNU1681188","24-16-3910-4009571-3910-4009377","RYDER","MANZANILLO","MONTERREY","DANIEL","21AX4Y / 31US5W, 74UT5W","I - 1449 - 2","CIMA","ENTREGADO","08/09/2024","S 1089","DD 229/ CCP 510","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","S1345957","SSA","64AK5A","06/09/2024","17:00","20 DC / 15289 KG","TLLU2628137","24-16-3910-4009601","RYDER","MANZANILLO","MONTERREY","OSCAR ZUÑIGA","38AV7C / 75UT5W","N - 1450","CIMA","ENTREGADO","09/09/2024","S 1090","DD 230 / CCP 512","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","9169138","SSA","39BB4F","07/09/2024","10:00","24 BULTOS / 6948 KG","CARGA SUELTA","24-16-3957-4001941","FREUDENBERG","MANZANILLO","QUERETARO","ANTONIO VENEGAS","39BB4F","CTA TERCEROS E - 1451","-----","ENTREGADO","08/09/2024","S 1083","N/A","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","---","---","BOD. REAL S","52BG9A","07/09/2024","9:00","4 PALLETS / 410 KG / SELLO: 80","CARGA SUELTA","REF: W00000099","YAZAKI","LAZARO C","CHIAPAS","ROBERTO","52BG9A","N - LCR 55","","ENTREGADO","09/09/2024","S 1091","CCP 511","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","GRUPO ADUANAL ZARAGOZA","4708853","FRIMAN","06BF7E","09/09/2024","16:00","40 HC /  26416 KG - 26416 KG","EGHU8348989/EMCU8888451","24-16-1817-4000648","A DE COCO","MANZANILLO","ARMERIA, COL","ANTONIO ZUÑIGA / ","06BF7E / 10UL5N, 59UP9N","R - 1452 - 2","CIMA","ENTREGADO","11/09-PEND","S 1097/ 1098","DD 231","","","","","","","","","","","","","","",""
"","ONEBOX","WOODWARD","3921133","CONTECON","19BD1B","10/09/2024","13:00","40 HC / 3079.81 KG","EISU1868327","24-16-3719-4025702","PANASONIC","MANZANILLO","MONTERREY","PABLO","19BD1B / 30UW5K","F - 1453","CIMA","ENTREGADO","11/09/2024","S 1092","DD 232","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","","CONTECON","06BF7E","11/09/2024","5:00","20 DC / 23439.250 KG","SEGU1010384","24-16-3957-4001940","LAVISA","MANZANILLO","QUERETARO","ANTONIO ZUÑIGA","06BF7E / 31US5W","R - 1454","CIMA","ENTREGADO","12/09/2024","S 1093","DD 233","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","NAD INTERNATIONAL","","TIMSA","38AV7C","12/09/2024","6:00","40 GP / 18645.63 KG","OOLU7935604","24-16-3949-4014238","NAVISTAR","MANZANILLO","MONTERREY","OSCAR ZUÑIGA","38AV7C / 75UT5W","A - 1455","CIMA","ENTREGADO","13/09/2024","S 1094","DD 236","","","","","","","","","","","","","","",""
"","WELLINGTON - FELIPE","ROBEJOMA","4713750","OCUPA","21AX4Y","12/09/2024","13:00","20 DC / 4505 KG / BDE21965545","TCLU3222720","24-16-3708-4001050","ARGO","MANZANILLO","QUERETARO","DANIEL","21AX4Y / 74UT5W","B - 1456","IMPALA","ENTREGADO","13/09/2024","S 1095","DD 235 / CCP 517","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","-----","------","------","12/09/2024","------","40 HC / 21075 KG","MIEU3022497","24-16-3957-4001686","QUALISTAR DE MEXICO","MANZANILLO","MEXICO","OSCAR ZUÑIGA","38AV7C / 75UT5W","A - 1462","SSA EXTERNO 2","ENTREGADO","17/09/2024","S 1087","N/A","","","","","","","","","","","","","","",""
"","WELLINGTON - FELIPE","ROBEJOMA","9177953","SSA","FE9713A","13/09/2024","6:00","1 PALLETS / 110 KG","CARGA SUELTA","24-16-3708-4001047","ARGO","MANZANILLO","QUERETARO","ANDRES","FE9713A","A - 1457","------","ENTREGADO","14/09/2024","S 1096","DD 237","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - MELANIE","WELLDEX","3926778","CONTECON","06BF7E","13/09/2024","6:00","40 HC / 2833 KG","OOCU8662093","24-16-3200-4017692","MATA AUTOMOTIVE","MANZANILLO","AGUASCALIENTES","ANTONIO ZUÑIGA","06BF7E / 16UP6N","C - 1458","CIMA","ENTREGADO","14/09/2024","S 1099","DD 234 / CCP 518","","","","","","","","","","","","","","",""
"","HYUNDAI","EXPO","----","   ------","21AX4Y","14/09/2024","13:00","20 DC / 5136 KG","HASU1220393","REF: / EXPORTACION","MERKLE KORFF","SAN LUIS POTOSI","MANZANILLO","DANIEL ","21AX4Y / 74UT5W"," O - 1459","SSA TERMINAL ","ENTREGADO","PENDIENTE","S 1100","CCP 524","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - MICHELL","RB GROUP ","3927087","CONTECON","21AX4Y","14/09/2024","7:00","20 DC / 24480 KG","TGHU1258614","24-16- 3171-4002436","THERMOTEK","MANZANILLO","MONTERREY","ANTONIO ZUÑIGA","06BF7E / 31US5W","N - 1460","IMPALA","ENTREGADO","17/09/2024","S 1101","DD 239 / CCP 519","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","","","","14/09/2024","4:00","20 DC / 22522 KG","TEMU0138952/CBHU4282115","24-16-3910-4009585","RYDER","MANZANILLO","MONTERREY","PABLO","19BD1B / 30UW5K, 31UW5K","T - 1461 - 2","TIMSA","ENTREGADO","17/09/2024","S 1102","DD 240 / CCP 521","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-----","-----","BOD. REAL S","07AX1Y","14/09/2024","9:00","6 PALLETS / 1179 KG / SELLO: 87","CARGA SUELTA","REF: W00000108","YAZAKI","LAZARO C","JUAREZ","JOSE ZUÑIGA","07AX1Y","T - LCR 56","-----","ENTREGADO","17/09/2024","S 1103","CCP 522","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-----","-----","BOD. REAL S","59BF5E","14/09/2024","10:00","7 PALLETS / 914.64 KG / SELLO. 89","CARGA SUELTA","REF: W00000109","YAZAKI","LAZARO C","OBREGON","ANTONIO PRECIADO","52BG9A"," A - LCR 57","------","ENTREGADO","17/09/2024","S 1104","CCP 520","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","-----","-----","BOD. REAL S","30BA6K","14/09/2024","11:00","2 PALLETS / 185 KG / SELLO: 88","CARGA SUELTA","REF: W00000106","YAZAKI","LAZARO C","CHIAPAS","ROBERTO DE LOERA","30BA6K","I - LCR 58","------","ENTREGADO","17/09/2024","S 1105","CCP 523","","","","","","","","","","","","","","",""
"","SKYLINE LOGISTIC","CARLOS TORRES","669226B","TIMSA","59BF5E","17/09/2024","10.00","3 PALLETS / 903.300 KG","CARGA SUELTA","24-16-3010-4003184","TAURUS ","MANZANILLO","QUERETARO","ANDRES","59BF5E","CTA TERCEROS I -  1463","------","ENTREGADO","18/09/2024","S 1108","DD 238","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","S1371427","SSA","19BD1B","18/09/2024","18:00","20 DC / 23551.200 KG","TTNU1050200","24-16-3957-4001270","LAVISA","MANZANILLO","QUERETARO","PABLO","19BD1B / 30UW5K","N - 1464","ISL","ENTREGADO","19/09/2024","S 1106","CCP 526","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","PEDRO MARTINEZ","913344","TAP","52BG9A","18/09/2024","13:00"," 9 BULTOS / 4258 KG","CARGA SUELTA","24-16-3957-4002121","INGERSOLL","MANZANILLO","MONTERREY","JOSE","52BG9A","E - 1465","------","ENTREGADO","20/09/2024","S 1109","CCP 525","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","WELLDEX","1374140C","SSA","19BD1B","20/09/2024","8:00","20 DC / 7447.300 KG","SKIU2355687","24-16-3200-4017504 / 3200 -4017418","KARCHER","MANZANILLO","MONTERREY","PABLO","19BD1B / 30UW5K","R - 1466 - 1"," IMPALA ","ENTREGADO","22/09/2024","S 1112","DD 243 / CCP 528","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","S1376481","SSA","21AX4Y","20/09/2024","6:00","20 DC / 13045 KG","OOLU0658529","24-16-3910-4009812","RYDER","MANZANILLO","MONTERREY","PABLO","19BD1B / 31UW5K","R - 1466-2","CIMA","ENTREGADO","22/09/2024","S 1110","DD 245 / CCP 527","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","F462801","SSA","06BF7E","20/09/2024","6:00","20 DC / 13532 KG / 12947 KG","WBPU2024270/TEMU3278393","24-16-3910-4009796","RYDER","MANZANILLO","MONTERREY","ANTONIO ZUÑIGA","06BF7E / 31US5W- 59UP9N","F - 1467 - 2","CIMA","ENTREGADO","22/09/2024","S 1113 / I 252","DD 246","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","F462788","SSA","38AV7C ","20/09/2024","14:30","20 DC - 16456 KG / 40 DC - 19261.400 KG","CSNU1446147/ FSCU5079542","24-16-3910-4009827 / 3910-4009606","RYDER","MANZANILLO","MONTERREY","OSCAR ZUÑIGA","38AV7C / 10UL5N, 74UT5W","R - 1468 - 2","CIMA","ENTREGADO","22/09/2024","S 1114 / 1 253","DD 247","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","4719895","SSA","30BA6K","20/09/2024","10:00","2 BULTOS / 1154 KG","CARGA SUELTA","24-16-3957-4001813","VIBRACOUSTIC DE MEXICO","MANZANILLO","QUERETARO","ANDRES","30BA6K","A - 1469","------","ENTREGADO","21/09/2024","S 1107","DD 244","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","SEGROVE","EXPO","-----","52BG9A","20/09/2024","8:00","4 TARIMAS / 4305 KG","CARGA SUELTA","REF: S00540298 EXPORTACION","RYDER","MONTERREY","MANZANILLO","JOSE INTERNACION EXPO","52BG9A","B - 1470"," OCUPA","ENTREGADO","26/09/2024","S 1125","CCP 529","","","","","","","","","","","","","","",""
"","OSCAR GALVAN","PEDRO MARTINEZ","S1380315","SSA","64AK5A","23/09/2024","9:00","20 DC / 22891.500 KG","HLXU1365690","24-16-3957-4001481","LAVISA","MANZANILLO","QUERETARO","ANTONIO PRECIADO","64AK5A / 59UP9N","A - 1471","SSA","ENTREGADO","24/09/2024","S 1111","DD 248 / CCP 530","","","","","","","","","","","","","","",""
"","ONEBOX","WOODWARD","3936346","CONTECON","21AX4Y","23/09/2024","9:00","40 DC / 4255.68 KG","PGRU4141145","24-16-3719-4026318","PANASONIC","MANZANILLO","MONTERREY","DANIEL","21AX4Y / 75UT5W","C - 1472","CIMA","ENTREGADO","24/09/2024","S 1115","DD 249 / CCP 531","","","","","","","","","","","","","","",""
"","DAYSI REYES","CORP. ROBLES","3937796","CONTECON","188EW8","23/09/2024","4:00","40 HC / 4810 KG","ONEU5578446","24-16-1742-4003288","DAYSI REYES","MANZANILLO","QUIROGA , MICH","PABLO","19BD1B / 31UW5K","O - 1473","CONTECON -CIMA","ENTREGADO","25/09/2024","S 1116","CCP 532","","","","","","","","","","","","","","",""
"","WELLINGTON - FELIPE","ROBEJOMA","S1387672","SSA","64AK5A","25/09/2024","16:00","20 DC / 5955 KG","HASU1281038","24-16-3708-4001085","ARGO","MANZANILLO","QUERETARO","DANIEL / JORGE / ANDRES","21AX4Y /64AK5A - 31US5W","N - 1474 - 1","CIMA / SSA","ENTREGADO","27/09/2024","S 1123","DD 250 / CCP 537","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","------","ACCESSA","06BF7E","25/09/2024","15:00","23 PALLETS / 10637.66 KG","CARGA SUELTA","REF: S00016223","YAZAKI","MANZANILLO","JUAREZ","ANTONIO ZUÑIGA","06BF7E / CAJA 20UF3Y","T - 1475","-----","ENTREGADO","27/09/2024","S 1118","CCP 534","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","------","ACCESSA","38AV7C","25/09/2024","15:00","22 PALLETS / 9499.43 KG","CARGA SUELTA","REF: S00016224","YAZAKI","MANZANILLO","SILAO","OSCAR ZUÑIGA","38AV7C / 16UP6N","A - 1476","-----","ENTREGADO","26/09/2024","S 1119","CCP 535","","","","","","","","","","","","","","",""
"","DANIEL RODRIGUEZ","------","------","ACCESSA","59BF5E","25/09/2024","15:00","4 PALLETS / 1305.29 KG","CARGA SUELTA","REF: S00016225","YAZAKI","MANZANILLO","OBREGON","ROBERTO","59BF5E","CTA TERCEROS I - 1477","-----","ENTREGADO","26/09/2024","S 1120","CCP 536","","","","","","","","","","","","","","",""
"","IVAN - A DE COCO","GRUPO ADUANAL ZARAGOZA","3941446","CONTECON","64AK5A","26/09/2024","8:00","40 HC / 27666 KG","FFAU3145269","24-16-1817-4000662","A DE COCO","MANZANILLO","ARMERIA","CRISTHIAN -  TOÑO FRANCO","23BC5E","CTA TERCEROS N - 1478","TIMSA","ENTREGADO","02/10/2024","S 1127","DD 252 / CCP 538","","MN ALMACENAJE SP","","","","","","","","","","","","",""
"","WELLINGTON - FELIPE","ROBEJOMA","S1390090","SSA","64AK5A","26/09/2024","12:00","20 DC / 4901 KG","SUDU7899690","24-16-3708-4001086","ARGO","MANZANILLO","QUERETARO","JORGE ","64AK5A / 74UT5W","N - 1474 - 2","SSA","ENTREGADO","27/09/2024","S 1124","DD 251","","","","","","","","","","","","","","",""
"","LOGISTIC PLUS - YOKO","PEDRO MARTINEZ","119882","MULTIMODAL","07AX1Y","26/09/2024","16:00","11 CAJAS / 4884 KG","CARGA SUELTA","24-16-3957-4002171","INGERSOLL","MANZANILLO","MONTERREY","JOSE","07AX1Y","E - 1479","-----","ENTREGADO","27/09/2024","S 1121","DD 253 / CCP 539","","","","","","","","","","","","","","",""
